city,AQI,PM2.5,PM10,SO2,NO2,CO,O3,main_pollution,time
昆明市,22,15,19,12,13,0.6,64,—,2019-02-08 04:00:00
曲靖市,34,8,34,10,7,0.5,58,—,2019-02-08 04:00:00
玉溪市,45,24,45,11,31,2.6,30,—,2019-02-08 04:00:00
保山市,30,16,30,4,7,0.4,66,—,2019-02-08 04:00:00
昭通市,60,42,69,9,22,0.9,62,PM10,2019-02-08 04:00:00
丽江市,26,2,13,8,2,0.6,82,—,2019-02-08 04:00:00
普洱市,32,22,21,4,15,0.4,36,—,2019-02-08 04:00:00
临沧市,42,29,21,8,9,0.8,42,—,2019-02-08 04:00:00
楚雄州,20,14,18,8,17,0.5,38,—,2019-02-08 04:00:00
红河州,32,22,32,14,7,0.4,69,—,2019-02-08 04:00:00
文山州,30,21,30,5,16,0.4,35,—,2019-02-08 04:00:00
西双版纳州,50,35,44,6,17,0.4,24,—,2019-02-08 04:00:00
大理州,53,10,55,4,2,0.6,98,PM10,2019-02-08 04:00:00
德宏州,44,24,44,7,24,0.8,20,—,2019-02-08 04:00:00
怒江州,31,19,31,10,6,0.9,36,—,2019-02-08 04:00:00
迪庆州,26,10,12,4,2,0.5,82,—,2019-02-08 04:00:00
拉萨市,28,7,22,3,5,0.5,89,—,2019-02-08 04:00:00
昌都市,20,6,20,2,9,1.1,32,—,2019-02-08 04:00:00
山南市,32,10,21,3,4,0.6,100,—,2019-02-08 04:00:00
日喀则市,30,3,6,8,7,0.6,95,—,2019-02-08 04:00:00
那曲地区,21,8,20,4,2,0.7,65,—,2019-02-08 04:00:00
阿里地区,23,9,—,6,4,0.4,72,—,2019-02-08 04:00:00
林芝市,26,10,11,3,3,0.6,82,—,2019-02-08 04:00:00
西安市,97,72,114,7,18,1.0,35,PM2.5,2019-02-08 04:00:00
铜川市,103,77,118,10,13,1.2,45,PM2.5,2019-02-08 04:00:00
宝鸡市,192,144,184,6,18,1.5,27,PM2.5,2019-02-08 04:00:00
咸阳市,90,67,108,8,13,0.9,47,PM2.5,2019-02-08 04:00:00
渭南市,79,58,90,6,12,0.9,46,PM2.5,2019-02-08 04:00:00
延安市,58,20,66,14,30,1.2,15,PM10,2019-02-08 04:00:00
汉中市,124,94,120,5,8,1.1,57,PM2.5,2019-02-08 04:00:00
榆林市,53,28,55,22,41,1.0,23,PM10,2019-02-08 04:00:00
安康市,84,62,84,26,10,0.9,51,PM2.5,2019-02-08 04:00:00
商洛市,97,72,100,6,9,1.1,44,PM2.5,2019-02-08 04:00:00
兰州市,98,35,145,38,19,0.4,57,PM10,2019-02-08 04:00:00
嘉峪关市,74,28,98,4,10,0.4,60,PM10,2019-02-08 04:00:00
金昌市,107,26,163,33,9,0.7,57,PM10,2019-02-08 04:00:00
白银市,119,37,188,4,4,0.4,44,PM10,2019-02-08 04:00:00
天水市,94,65,138,31,22,1.6,50,PM10,2019-02-08 04:00:00
武威市,117,36,184,5,5,0.6,64,PM10,2019-02-08 04:00:00
张掖市,87,36,123,16,6,0.5,56,PM10,2019-02-08 04:00:00
平凉市,94,25,138,3,7,0.4,72,PM10,2019-02-08 04:00:00
酒泉市,68,28,86,9,8,0.6,58,PM10,2019-02-08 04:00:00
庆阳市,92,27,134,8,4,0.4,59,PM10,2019-02-08 04:00:00
定西市,77,20,104,5,2,0.5,57,PM10,2019-02-08 04:00:00
陇南市,51,31,52,6,15,1.1,50,PM10,2019-02-08 04:00:00
临夏州,61,26,72,32,8,0.5,60,PM10,2019-02-08 04:00:00
甘南州,51,28,52,13,13,0.9,80,PM10,2019-02-08 04:00:00
西宁市,66,16,82,13,9,0.6,59,PM10,2019-02-08 04:00:00
海东地区,79,41,107,16,15,0.2,66,PM10,2019-02-08 04:00:00
海北州,65,24,79,24,13,1.1,75,PM10,2019-02-08 04:00:00
黄南州,47,16,47,14,10,0.9,48,—,2019-02-08 04:00:00
海南州,54,26,57,11,5,0.5,66,PM10,2019-02-08 04:00:00
果洛州,53,20,56,30,11,1.1,62,PM10,2019-02-08 04:00:00
玉树州,22,10,22,5,9,0.8,42,—,2019-02-08 04:00:00
海西州,29,14,29,7,7,0.7,65,—,2019-02-08 04:00:00
银川市,93,41,136,24,25,1.2,30,PM10,2019-02-08 04:00:00
石嘴山市,78,35,105,30,26,1.1,34,PM10,2019-02-08 04:00:00
吴忠市,150,39,250,9,6,0.4,59,PM10,2019-02-08 04:00:00
固原市,109,28,167,16,14,0.8,54,PM10,2019-02-08 04:00:00
中卫市,136,42,222,7,8,0.6,58,PM10,2019-02-08 04:00:00
乌鲁木齐市,84,62,55,6,61,1.6,19,PM2.5,2019-02-08 04:00:00
克拉玛依市,56,19,61,6,26,1.0,61,PM10,2019-02-08 04:00:00
吐鲁番地区,86,52,121,10,19,1.3,60,PM10,2019-02-08 04:00:00
哈密地区,54,18,58,2,4,1.6,62,PM10,2019-02-08 04:00:00
昌吉州,97,72,94,6,40,1.4,38,PM2.5,2019-02-08 04:00:00
博州,55,24,59,5,17,0.8,56,PM10,2019-02-08 04:00:00
库尔勒市,63,27,76,5,12,0.4,72,PM10,2019-02-08 04:00:00
阿克苏地区,121,56,192,11,30,0.7,39,PM10,2019-02-08 04:00:00
克州,149,77,248,5,6,0.9,43,PM10,2019-02-08 04:00:00
喀什地区,249,162,384,10,46,3.4,14,PM10,2019-02-08 04:00:00
和田地区,188,60,326,16,16,0.4,44,PM10,2019-02-08 04:00:00
伊犁哈萨克州,166,126,140,29,73,4.3,21,PM2.5,2019-02-08 04:00:00
塔城地区,23,12,14,4,5,0,71,—,2019-02-08 04:00:00
阿勒泰地区,40,28,31,5,7,1.0,32,—,2019-02-08 04:00:00
石河子市,84,62,80,14,22,0.9,64,PM2.5,2019-02-08 04:00:00
五家渠市,55,38,59,2,17,1.3,49,PM10,2019-02-08 04:00:00
北京市,18,5,17,2,11,0.2,57,—,2019-02-08 05:00:00
天津市,28,18,28,9,24,0.7,40,—,2019-02-08 05:00:00
石家庄市,61,38,72,15,16,0.7,46,PM10,2019-02-08 05:00:00
唐山市,60,43,66,16,27,1.1,32,PM2.5,2019-02-08 05:00:00
秦皇岛市,41,21,41,16,20,1.0,44,—,2019-02-08 05:00:00
邯郸市,57,27,64,13,8,0.7,62,PM10,2019-02-08 05:00:00
邢台市,72,52,76,26,12,0.6,53,PM2.5,2019-02-08 05:00:00
保定市,61,41,71,10,15,0.7,48,PM10,2019-02-08 05:00:00
承德市,20,13,20,6,5,0.6,62,—,2019-02-08 05:00:00
沧州市,52,31,54,34,13,1.0,54,PM10,2019-02-08 05:00:00
廊坊市,45,26,45,7,15,0.7,50,—,2019-02-08 05:00:00
衡水市,41,22,41,11,11,0.5,60,—,2019-02-08 05:00:00
张家口市,23,16,20,6,5,0.6,72,—,2019-02-08 05:00:00
太原市,89,66,106,23,23,1.1,41,PM2.5,2019-02-08 05:00:00
大同市,23,16,20,17,8,0.6,60,—,2019-02-08 05:00:00
阳泉市,68,48,86,19,23,1.0,40,PM10,2019-02-08 05:00:00
长治市,64,46,76,12,23,1.4,39,PM2.5,2019-02-08 05:00:00
晋城市,64,30,77,5,10,0.9,62,PM10,2019-02-08 05:00:00
朔州市,45,28,45,33,12,0.7,54,—,2019-02-08 05:00:00
晋中市,72,52,78,16,25,0.9,32,PM2.5,2019-02-08 05:00:00
运城市,62,44,71,2,5,1.0,64,PM2.5,2019-02-08 05:00:00
忻州市,67,47,83,26,15,1.0,52,PM10,2019-02-08 05:00:00
临汾市,108,81,110,30,20,2.0,39,PM2.5,2019-02-08 05:00:00
吕梁市,85,63,113,78,42,1.3,7,PM2.5,2019-02-08 05:00:00
呼和浩特市,39,24,39,22,29,1.3,33,—,2019-02-08 05:00:00
包头市,64,36,77,28,30,1.0,38,PM10,2019-02-08 05:00:00
乌海市,51,22,51,11,8,0.6,58,PM10,2019-02-08 05:00:00
赤峰市,30,19,30,16,6,0.6,53,—,2019-02-08 05:00:00
通辽市,47,25,47,10,7,1.0,55,—,2019-02-08 05:00:00
鄂尔多斯市,30,9,30,10,11,0.5,57,—,2019-02-08 05:00:00
呼伦贝尔市,31,16,31,2,6,0.4,54,—,2019-02-08 05:00:00
巴彦淖尔市,56,39,61,15,13,0.9,44,PM10,2019-02-08 05:00:00
乌兰察布市,23,16,19,22,13,0.4,52,—,2019-02-08 05:00:00
兴安盟,23,16,17,3,4,0.2,66,—,2019-02-08 05:00:00
锡林郭勒盟,27,5,27,24,2,0.4,38,—,2019-02-08 05:00:00
阿拉善盟,65,28,80,10,5,0.6,80,PM10,2019-02-08 05:00:00
沈阳市,69,50,87,21,29,0.9,30,"PM10,PM2.5",2019-02-08 05:00:00
大连市,37,15,37,19,13,0.5,56,—,2019-02-08 05:00:00
瓦房店市,36,10,36,22,10,0.4,70,—,2019-02-08 05:00:00
鞍山市,79,58,103,25,42,1.9,17,PM2.5,2019-02-08 05:00:00
抚顺市,70,51,84,14,25,0.8,25,PM2.5,2019-02-08 05:00:00
本溪市,65,36,80,16,28,1.6,18,PM10,2019-02-08 05:00:00
丹东市,51,12,52,21,6,0.5,53,PM10,2019-02-08 05:00:00
锦州市,50,32,50,54,24,1.0,33,—,2019-02-08 05:00:00
营口市,69,49,88,20,26,1.2,33,PM10,2019-02-08 05:00:00
阜新市,32,16,32,34,10,0.6,48,—,2019-02-08 05:00:00
辽阳市,72,50,93,30,34,1.9,14,PM10,2019-02-08 05:00:00
盘锦市,47,22,47,14,21,0.7,47,—,2019-02-08 05:00:00
铁岭市,74,54,87,15,23,0.7,30,PM2.5,2019-02-08 05:00:00
朝阳市,43,29,43,24,16,1.2,31,—,2019-02-08 05:00:00
葫芦岛市,53,31,56,22,24,1.0,32,PM10,2019-02-08 05:00:00
长春市,32,22,31,30,17,0.5,37,—,2019-02-08 05:00:00
吉林市,49,26,49,13,12,0.7,52,—,2019-02-08 05:00:00
四平市,38,12,38,17,9,0.6,45,—,2019-02-08 05:00:00
辽源市,36,14,36,14,6,0.6,44,—,2019-02-08 05:00:00
通化市,54,36,58,20,37,1.3,8,PM10,2019-02-08 05:00:00
白山市,57,40,57,19,14,1.1,28,PM2.5,2019-02-08 05:00:00
松原市,57,40,58,4,7,0.4,35,PM2.5,2019-02-08 05:00:00
白城市,49,34,37,10,5,0.2,60,—,2019-02-08 05:00:00
延边州,37,9,37,13,10,0.4,55,—,2019-02-08 05:00:00
哈尔滨市,36,24,36,24,18,0.6,43,—,2019-02-08 05:00:00
齐齐哈尔市,25,17,21,30,10,0.4,48,—,2019-02-08 05:00:00
鸡西市,20,14,20,3,4,0.3,64,—,2019-02-08 05:00:00
鹤岗市,32,18,32,8,10,0.6,57,—,2019-02-08 05:00:00
双鸭山市,28,19,24,5,4,0.3,62,—,2019-02-08 05:00:00
大庆市,26,14,26,17,16,0.3,48,—,2019-02-08 05:00:00
伊春市,28,14,28,4,4,0.4,55,—,2019-02-08 05:00:00
佳木斯市,18,10,17,11,8,0.5,56,—,2019-02-08 05:00:00
七台河市,28,19,20,8,5,0.3,60,—,2019-02-08 05:00:00
牡丹江市,55,36,59,2,8,0.4,56,PM10,2019-02-08 05:00:00
黑河市,22,13,18,5,5,0.4,69,—,2019-02-08 05:00:00
绥化市,29,20,27,4,2,0.3,42,—,2019-02-08 05:00:00
大兴安岭地区,30,21,—,12,6,0.3,73,—,2019-02-08 05:00:00
上海市,23,8,9,5,10,0.3,72,—,2019-02-08 05:00:00
南京市,20,13,18,5,9,0.3,63,—,2019-02-08 05:00:00
无锡市,21,8,13,4,7,0.5,66,—,2019-02-08 05:00:00
江阴市,25,9,10,4,7,0.3,80,—,2019-02-08 05:00:00
宜兴市,20,8,10,10,4,1.4,62,—,2019-02-08 05:00:00
徐州市,45,31,43,7,9,0.6,57,—,2019-02-08 05:00:00
常州市,23,8,14,4,9,0.5,73,—,2019-02-08 05:00:00
溧阳市,24,10,24,3,8,1.2,72,—,2019-02-08 05:00:00
金坛市,25,6,13,5,4,0.9,79,—,2019-02-08 05:00:00
苏州市,23,6,11,5,5,0.3,73,—,2019-02-08 05:00:00
常熟市,26,4,8,10,4,0.3,82,—,2019-02-08 05:00:00
张家港市,23,8,—,2,12,0.6,71,—,2019-02-08 05:00:00
昆山市,24,7,—,5,5,0.4,76,—,2019-02-08 05:00:00
吴江市,25,5,14,7,9,0.6,77,—,2019-02-08 05:00:00
太仓市,26,12,11,8,2,0.4,81,—,2019-02-08 05:00:00
南通市,24,6,10,5,3,0.2,74,—,2019-02-08 05:00:00
海门市,27,6,10,8,9,0.6,84,—,2019-02-08 05:00:00
连云港市,23,12,22,8,5,0.6,72,—,2019-02-08 05:00:00
淮安市,28,16,28,4,7,0.5,61,—,2019-02-08 05:00:00
盐城市,24,15,24,2,4,0.3,74,—,2019-02-08 05:00:00
扬州市,22,14,18,6,4,0.2,68,—,2019-02-08 05:00:00
镇江市,21,12,21,3,8,0.3,66,—,2019-02-08 05:00:00
句容市,25,10,18,4,5,0.8,78,—,2019-02-08 05:00:00
泰州市,23,14,19,3,8,0.4,72,—,2019-02-08 05:00:00
宿迁市,44,26,44,6,8,0.6,62,—,2019-02-08 05:00:00
杭州市,23,8,17,6,7,0.5,71,—,2019-02-08 05:00:00
富阳市,12,7,10,1,1,0.8,38,—,2019-02-08 05:00:00
临安市,18,7,18,2,2,0.8,30,—,2019-02-08 05:00:00
宁波市,24,6,17,4,7,0.5,76,—,2019-02-08 05:00:00
温州市,30,19,30,4,4,0.5,57,—,2019-02-08 05:00:00
嘉兴市,24,10,24,4,6,0.4,72,—,2019-02-08 05:00:00
湖州市,100,7,21,5,6,0.6,200,O3,2019-02-08 05:00:00
诸暨市,29,12,29,1,5,0.5,80,—,2019-02-08 05:00:00
金华市,20,6,20,3,7,0.4,62,—,2019-02-08 05:00:00
义乌市,2,—,—,—,—,0.2,—,—,2019-02-08 05:00:00
衢州市,18,8,18,2,6,0.5,51,—,2019-02-08 05:00:00
舟山市,22,7,20,4,5,0.5,70,—,2019-02-08 05:00:00
台州市,34,9,34,2,3,0.3,71,—,2019-02-08 05:00:00
丽水市,18,5,14,5,6,0.6,55,—,2019-02-08 05:00:00
绍兴市,22,7,17,5,7,0.5,70,—,2019-02-08 05:00:00
合肥市,21,14,—,2,7,0.3,65,—,2019-02-08 05:00:00
芜湖市,22,11,12,5,4,0.5,70,—,2019-02-08 05:00:00
蚌埠市,43,30,37,4,9,0.5,66,—,2019-02-08 05:00:00
淮南市,41,25,41,9,14,0.3,57,—,2019-02-08 05:00:00
马鞍山市,21,6,8,6,6,0.5,65,—,2019-02-08 05:00:00
淮北市,48,31,48,8,13,0.7,54,—,2019-02-08 05:00:00
铜陵市,25,17,16,14,12,0.5,64,—,2019-02-08 05:00:00
安庆市,28,19,24,7,12,0.4,70,—,2019-02-08 05:00:00
黄山市,21,2,7,10,12,0.7,66,—,2019-02-08 05:00:00
滁州市,32,22,22,7,10,0.6,39,—,2019-02-08 05:00:00
阜阳市,43,20,43,2,13,0.3,71,—,2019-02-08 05:00:00
宿州市,37,25,37,6,10,0.3,60,—,2019-02-08 05:00:00
六安市,23,16,21,5,8,0.3,56,—,2019-02-08 05:00:00
亳州市,51,34,52,4,10,0.4,61,PM10,2019-02-08 05:00:00
池州市,25,17,22,10,14,0.4,66,—,2019-02-08 05:00:00
宣城市,21,10,19,10,13,0.3,65,—,2019-02-08 05:00:00
福州市,23,5,8,4,5,0.5,72,—,2019-02-08 05:00:00
厦门市,19,7,15,3,5,0.7,58,—,2019-02-08 05:00:00
莆田市,20,5,8,5,8,0.6,63,—,2019-02-08 05:00:00
三明市,45,31,—,6,7,0.5,19,—,2019-02-08 05:00:00
泉州市,19,6,—,6,11,0.5,58,—,2019-02-08 05:00:00
漳州市,38,13,38,2,10,0.9,57,—,2019-02-08 05:00:00
南平市,22,15,—,2,6,0.7,58,—,2019-02-08 05:00:00
龙岩市,38,26,32,6,11,0.6,37,—,2019-02-08 05:00:00
宁德市,23,8,12,6,5,0.6,72,—,2019-02-08 05:00:00
南昌市,18,11,18,4,7,0.5,51,—,2019-02-08 05:00:00
景德镇市,19,8,19,5,2,0.5,41,—,2019-02-08 05:00:00
萍乡市,18,12,12,4,6,0.8,16,—,2019-02-08 05:00:00
九江市,18,10,10,5,5,0.6,55,—,2019-02-08 05:00:00
新余市,20,9,20,5,12,0.9,35,—,2019-02-08 05:00:00
鹰潭市,15,9,9,13,5,0.4,47,—,2019-02-08 05:00:00
赣州市,26,18,22,3,10,2.2,31,—,2019-02-08 05:00:00
吉安市,25,11,25,4,10,0.8,35,—,2019-02-08 05:00:00
宜春市,16,11,16,14,18,1.6,8,—,2019-02-08 05:00:00
抚州市,24,14,24,6,4,0.9,46,—,2019-02-08 05:00:00
上饶市,20,11,20,2,3,0.8,53,—,2019-02-08 05:00:00
济南市,55,27,60,21,26,0.9,39,PM10,2019-02-08 05:00:00
章丘市,61,24,72,28,16,0.8,42,PM10,2019-02-08 05:00:00
青岛市,27,9,27,7,6,0.5,60,—,2019-02-08 05:00:00
胶州市,24,8,24,5,5,0.5,72,—,2019-02-08 05:00:00
即墨市,30,12,30,7,8,0.4,68,—,2019-02-08 05:00:00
平度市,24,12,24,9,2,0.6,71,—,2019-02-08 05:00:00
胶南市,24,8,24,6,5,0.2,72,—,2019-02-08 05:00:00
莱西市,26,8,26,12,2,0.4,70,—,2019-02-08 05:00:00
淄博市,56,21,61,20,17,0.8,51,PM10,2019-02-08 05:00:00
枣庄市,57,35,63,9,9,0.6,54,PM10,2019-02-08 05:00:00
东营市,48,16,48,7,7,0.5,62,—,2019-02-08 05:00:00
烟台市,33,11,33,10,4,0.2,68,—,2019-02-08 05:00:00
莱州市,24,11,24,12,5,0.8,67,—,2019-02-08 05:00:00
蓬莱市,30,10,30,6,4,0.8,83,—,2019-02-08 05:00:00
招远市,25,10,25,12,6,0.3,78,—,2019-02-08 05:00:00
潍坊市,26,12,26,8,7,0.4,59,—,2019-02-08 05:00:00
寿光市,30,12,30,11,8,0.4,62,—,2019-02-08 05:00:00
济宁市,62,44,72,14,14,1.0,44,PM2.5,2019-02-08 05:00:00
泰安市,57,26,64,16,14,1.0,50,PM10,2019-02-08 05:00:00
威海市,27,9,27,5,3,0.2,78,—,2019-02-08 05:00:00
文登市,26,6,26,4,5,0.4,80,—,2019-02-08 05:00:00
荣成市,34,—,34,7,5,0.6,81,—,2019-02-08 05:00:00
乳山市,34,8,34,10,10,0.6,75,—,2019-02-08 05:00:00
日照市,22,7,19,5,3,0.3,70,—,2019-02-08 05:00:00
莱芜市,43,24,43,12,9,0.9,62,—,2019-02-08 05:00:00
临沂市,38,20,38,11,13,0.3,58,—,2019-02-08 05:00:00
德州市,32,13,32,13,9,0.6,55,—,2019-02-08 05:00:00
聊城市,26,13,26,17,14,0.8,61,—,2019-02-08 05:00:00
滨州市,59,20,67,17,15,0.8,57,PM10,2019-02-08 05:00:00
菏泽市,54,25,57,18,13,0.7,52,PM10,2019-02-08 05:00:00
郑州市,60,37,69,10,6,0.7,68,PM10,2019-02-08 05:00:00
开封市,51,28,51,13,13,0.4,72,PM10,2019-02-08 05:00:00
洛阳市,63,39,76,7,10,0.6,55,PM10,2019-02-08 05:00:00
平顶山市,65,47,78,12,10,0.8,61,PM2.5,2019-02-08 05:00:00
安阳市,53,33,55,14,10,0.8,64,PM10,2019-02-08 05:00:00
鹤壁市,56,34,62,13,9,0.6,53,PM10,2019-02-08 05:00:00
新乡市,63,32,76,11,5,0.7,64,PM10,2019-02-08 05:00:00
焦作市,67,37,83,12,12,0.7,52,PM10,2019-02-08 05:00:00
濮阳市,37,19,37,14,8,0.7,59,—,2019-02-08 05:00:00
许昌市,58,34,66,10,10,0.9,64,PM10,2019-02-08 05:00:00
漯河市,58,38,66,10,10,0.6,59,PM10,2019-02-08 05:00:00
三门峡市,64,38,77,7,9,0.8,41,PM10,2019-02-08 05:00:00
南阳市,72,52,72,3,9,0.8,59,PM2.5,2019-02-08 05:00:00
商丘市,64,46,61,10,12,0.7,40,PM2.5,2019-02-08 05:00:00
信阳市,59,42,54,4,6,0.4,63,PM2.5,2019-02-08 05:00:00
周口市,62,32,73,11,11,0.8,50,PM10,2019-02-08 05:00:00
驻马店市,67,48,74,5,5,1.0,57,PM2.5,2019-02-08 05:00:00
武汉市,33,23,31,6,10,0.6,54,—,2019-02-08 05:00:00
黄石市,39,27,19,4,11,0.7,47,—,2019-02-08 05:00:00
十堰市,64,45,78,8,10,1.0,61,PM10,2019-02-08 05:00:00
宜昌市,73,53,64,5,10,1.1,35,PM2.5,2019-02-08 05:00:00
襄阳市,75,55,76,6,8,0.8,60,PM2.5,2019-02-08 05:00:00
鄂州市,23,13,23,2,7,0.5,49,—,2019-02-08 05:00:00
荆门市,69,50,53,4,9,0.6,53,PM2.5,2019-02-08 05:00:00
孝感市,40,28,36,7,3,0.6,53,—,2019-02-08 05:00:00
荆州市,48,33,48,4,6,1.0,50,—,2019-02-08 05:00:00
黄冈市,32,16,32,1,4,0.6,49,—,2019-02-08 05:00:00
咸宁市,38,26,—,3,8,0.5,46,—,2019-02-08 05:00:00
随州市,51,33,52,5,7,0.6,55,PM10,2019-02-08 05:00:00
恩施州,102,76,100,4,14,1.0,4,PM2.5,2019-02-08 05:00:00
长沙市,19,13,—,3,10,0.8,35,—,2019-02-08 05:00:00
株洲市,19,13,11,5,13,0.7,27,—,2019-02-08 05:00:00
湘潭市,20,14,14,10,9,0.8,30,—,2019-02-08 05:00:00
衡阳市,15,10,15,5,16,1.1,25,—,2019-02-08 05:00:00
邵阳市,20,14,—,5,12,1.2,28,—,2019-02-08 05:00:00
岳阳市,33,23,28,4,5,1.1,51,—,2019-02-08 05:00:00
常德市,35,24,—,3,8,1.0,46,—,2019-02-08 05:00:00
张家界市,32,22,29,2,7,0.7,39,—,2019-02-08 05:00:00
益阳市,39,27,38,1,11,1.2,34,—,2019-02-08 05:00:00
郴州市,31,14,31,4,11,1.2,16,—,2019-02-08 05:00:00
永州市,42,29,34,4,24,1.1,23,—,2019-02-08 05:00:00
怀化市,43,30,41,3,2,1.6,34,—,2019-02-08 05:00:00
娄底市,18,12,14,4,7,0.8,32,—,2019-02-08 05:00:00
湘西州,35,24,30,4,6,1.1,30,—,2019-02-08 05:00:00
广州市,28,19,26,4,20,0.6,32,—,2019-02-08 05:00:00
韶关市,69,50,49,9,14,1.1,25,PM2.5,2019-02-08 05:00:00
深圳市,28,19,24,4,17,0.5,24,—,2019-02-08 05:00:00
珠海市,24,15,24,5,10,0.8,36,—,2019-02-08 05:00:00
汕头市,51,29,51,7,9,0.7,59,PM10,2019-02-08 05:00:00
佛山市,26,16,26,5,13,0.6,32,—,2019-02-08 05:00:00
江门市,24,14,24,4,7,0.6,32,—,2019-02-08 05:00:00
湛江市,18,12,15,4,4,0.5,41,—,2019-02-08 05:00:00
茂名市,20,11,20,3,3,0.6,42,—,2019-02-08 05:00:00
肇庆市,19,13,18,6,4,0.5,51,—,2019-02-08 05:00:00
惠州市,36,25,27,7,10,0.6,34,—,2019-02-08 05:00:00
梅州市,43,30,32,6,16,0.6,20,—,2019-02-08 05:00:00
汕尾市,29,20,23,8,5,0.7,31,—,2019-02-08 05:00:00
河源市,38,26,27,6,8,0.8,43,—,2019-02-08 05:00:00
阳江市,26,15,26,4,2,0.6,55,—,2019-02-08 05:00:00
清远市,32,22,23,8,14,0.7,34,—,2019-02-08 05:00:00
东莞市,35,24,25,5,15,0.5,30,—,2019-02-08 05:00:00
中山市,25,17,19,5,5,0.5,28,—,2019-02-08 05:00:00
潮州市,50,26,50,8,6,0.7,47,—,2019-02-08 05:00:00
揭阳市,60,43,59,6,14,1.2,24,PM2.5,2019-02-08 05:00:00
云浮市,23,16,21,6,6,0.6,24,—,2019-02-08 05:00:00
南宁市,30,21,29,11,9,0.6,53,—,2019-02-08 05:00:00
柳州市,42,29,37,8,10,1.1,34,—,2019-02-08 05:00:00
桂林市,38,26,34,5,12,1.1,31,—,2019-02-08 05:00:00
梧州市,42,28,42,8,19,0.7,11,—,2019-02-08 05:00:00
北海市,29,9,29,5,8,0.7,40,—,2019-02-08 05:00:00
防城港市,32,22,27,6,18,0.7,46,—,2019-02-08 05:00:00
钦州市,36,25,30,9,12,0.5,50,—,2019-02-08 05:00:00
贵港市,40,28,38,14,8,0.6,36,—,2019-02-08 05:00:00
玉林市,30,21,30,8,4,0.6,44,—,2019-02-08 05:00:00
百色市,52,36,49,6,11,0.7,12,PM2.5,2019-02-08 05:00:00
贺州市,79,58,68,8,6,0.8,27,PM2.5,2019-02-08 05:00:00
河池市,54,38,45,7,6,0.8,48,PM2.5,2019-02-08 05:00:00
来宾市,49,34,46,6,8,0.6,34,—,2019-02-08 05:00:00
崇左市,43,30,42,4,8,0.6,32,—,2019-02-08 05:00:00
海口市,19,13,18,5,4,0.4,32,—,2019-02-08 05:00:00
三亚市,28,10,28,4,2,0.4,47,—,2019-02-08 05:00:00
重庆市,82,60,77,13,19,0.9,37,PM2.5,2019-02-08 05:00:00
成都市,84,62,86,6,12,0.7,49,PM2.5,2019-02-08 05:00:00
自贡市,138,105,137,7,14,0.8,53,PM2.5,2019-02-08 05:00:00
攀枝花市,36,23,36,37,53,1.7,14,—,2019-02-08 05:00:00
泸州市,92,68,68,14,22,1.0,25,PM2.5,2019-02-08 05:00:00
德阳市,69,50,76,4,10,0.7,54,PM2.5,2019-02-08 05:00:00
绵阳市,68,49,69,4,10,0.4,48,PM2.5,2019-02-08 05:00:00
广元市,68,49,73,7,9,0.9,55,PM2.5,2019-02-08 05:00:00
遂宁市,73,53,80,9,6,0.6,52,PM2.5,2019-02-08 05:00:00
内江市,122,92,105,10,12,1.0,51,PM2.5,2019-02-08 05:00:00
乐山市,132,100,126,8,15,0.9,54,PM2.5,2019-02-08 05:00:00
南充市,75,55,77,5,7,0.6,59,PM2.5,2019-02-08 05:00:00
眉山市,79,58,78,10,25,0.8,35,PM2.5,2019-02-08 05:00:00
宜宾市,127,96,114,11,24,0.8,22,PM2.5,2019-02-08 05:00:00
广安市,55,39,60,6,16,0.8,40,"PM10,PM2.5",2019-02-08 05:00:00
达州市,55,36,60,9,20,0.4,47,PM10,2019-02-08 05:00:00
雅安市,84,62,85,5,15,0.8,70,PM2.5,2019-02-08 05:00:00
巴中市,58,41,61,3,16,0.5,15,PM2.5,2019-02-08 05:00:00
资阳市,115,87,120,8,10,0.7,57,PM2.5,2019-02-08 05:00:00
阿坝州,19,13,16,10,2,0.1,50,—,2019-02-08 05:00:00
甘孜州,32,22,—,22,2,0.4,39,—,2019-02-08 05:00:00
凉山州,21,14,21,14,9,0.8,64,—,2019-02-08 05:00:00
贵阳市,42,29,41,5,5,0.8,42,—,2019-02-08 05:00:00
六盘水市,80,59,80,16,19,1.6,36,PM2.5,2019-02-08 05:00:00
遵义市,32,22,28,9,5,0.6,49,—,2019-02-08 05:00:00
安顺市,60,43,53,9,10,0.8,45,PM2.5,2019-02-08 05:00:00
铜仁地区,30,13,30,4,4,1.4,34,—,2019-02-08 05:00:00
黔西南州,20,13,20,3,6,0.4,56,—,2019-02-08 05:00:00
毕节市,117,88,118,10,6,0.8,58,PM2.5,2019-02-08 05:00:00
黔东南州,20,14,18,4,7,1.0,48,—,2019-02-08 05:00:00
黔南州,23,16,18,4,5,0.6,34,—,2019-02-08 05:00:00
昆明市,21,14,19,14,12,0.6,66,—,2019-02-08 05:00:00
曲靖市,38,10,38,14,8,0.4,58,—,2019-02-08 05:00:00
玉溪市,41,23,41,10,26,2.6,30,—,2019-02-08 05:00:00
保山市,20,12,15,4,7,0.3,62,—,2019-02-08 05:00:00
昭通市,61,39,72,9,20,1.0,62,PM10,2019-02-08 05:00:00
丽江市,27,3,14,8,2,0.6,84,—,2019-02-08 05:00:00
